"BarrierName","BarrierType","StreamName","Source","SourceID","Lat","Lon","Mitigated","YearMitigated","Pass_NABD","Pass_Before","Pass_After"
"Road barrier - Rock Creek","Assessed road-related barrier","Rock Creek","National Aquatic Barrier Dataset (SARP)","sm176270",41.824413,-110.82762,"yes",0,"Unknown",0.5,0.5
"Road barrier - Dry Fork Smiths Fork","Assessed road-related barrier","Dry Fork Smiths Fork","National Aquatic Barrier Dataset (SARP)","sm176305",42.418514,-110.86972,"no",0,"Partial passability",0.5,0.5
"Road barrier - Dry Fork Smiths Fork","Assessed road-related barrier","Dry Fork Smiths Fork","National Aquatic Barrier Dataset (SARP)","sm176306",42.445225,-110.86101,"no",0,"Partial passability",0.5,0.5
"Road barrier - Pine Creek","Assessed road-related barrier","Pine Creek","National Aquatic Barrier Dataset (SARP)","sm176315",42.103767,-110.82914,"no",0,"Partial passability",0.5,0.5
"Road barrier - Fr536","Assessed road-related barrier","Trout Creek","National Aquatic Barrier Dataset (SARP)","sm177177",42.073856,-114.178635,"no",0,"Partial passability",0.5,0.5
"Road barrier - Goose Creek Rd / Hardesty Creek","Assessed road-related barrier","Hardesty Creek","National Aquatic Barrier Dataset (SARP)","sm177181",41.92977,-114.04632,"no",0,"Partial passability",0.5,0.5
"Road barrier - Tributary To Little Goose Creek","Assessed road-related barrier","Tributary To Little Goose Creek","National Aquatic Barrier Dataset (SARP)","sm177185",41.85699,-114.28837,"no",0,"Partial passability",0.5,0.5
"Road barrier - Fall Creek","Assessed road-related barrier","Fall Creek","National Aquatic Barrier Dataset (SARP)","sm177186",41.85554,-114.287674,"no",0,"Partial passability",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm177187",41.81758,-114.26607,"no",0,"Partial passability",0.5,0.5
"Road barrier - Bluff Creek","Assessed road-related barrier","Bluff Creek","National Aquatic Barrier Dataset (SARP)","sm177190",42.034218,-114.169785,"no",0,"Partial passability",0.5,0.5
"Road barrier - Fall Creek","Assessed road-related barrier","Fall Creek","National Aquatic Barrier Dataset (SARP)","sm177196",41.9061,-114.31191,"no",0,"Partial passability",0.5,0.5
"Road barrier - Brown Bench Rd / Cottonwood Cr","Assessed road-related barrier","Cottonwood Cr","National Aquatic Barrier Dataset (SARP)","sm177199",41.957813,-114.7786,"no",0,"Partial passability",0.5,0.5
"Road barrier - Dry Creek Ranch Rd / Dry Creek","Assessed road-related barrier","Dry Creek","National Aquatic Barrier Dataset (SARP)","sm177200",41.528774,-114.93756,"no",0,"Partial passability",0.5,0.5
"Road barrier - Mine Road / Dry Creek, North Fork","Assessed road-related barrier","Dry Creek, North Fork","National Aquatic Barrier Dataset (SARP)","sm177203",41.536892,-115.000725,"no",0,"Partial passability",0.5,0.5
"Road barrier - Mine Road / Dry Creek","Assessed road-related barrier","Dry Creek","National Aquatic Barrier Dataset (SARP)","sm177204",41.530148,-114.97136,"no",0,"Complete barrier",0,0
"Road barrier - Beaverdam Creek Road / Beaverdam Creek","Assessed road-related barrier","Beaverdam Creek","National Aquatic Barrier Dataset (SARP)","sm177208",42.016758,-114.04752,"no",0,"Partial passability",0.5,0.5
"Road barrier - Corral Creek Road / Corral Creek","Assessed road-related barrier","Corral Creek","National Aquatic Barrier Dataset (SARP)","sm269394",42.972782,-111.77546,"no",0,"Partial passability",0.5,0.5
"Road barrier - Wood Creek Road","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm269401",43.145977,-112.04231,"no",0,"Partial passability",0.5,0.5
"Road barrier - Wolverine Road / Wolverine Creek","Assessed road-related barrier","Wolverine Creek","National Aquatic Barrier Dataset (SARP)","sm269456",43.269962,-111.96956,"no",0,"Partial passability",0.5,0.5
"Road barrier - Wolverine Road / Wolverine Creek","Assessed road-related barrier","Wolverine Creek","National Aquatic Barrier Dataset (SARP)","sm269459",43.272465,-111.96626,"no",0,"Complete barrier",0,0
"Road barrier - Wolverine Rd / Wolverine Creek","Assessed road-related barrier","Wolverine Creek","National Aquatic Barrier Dataset (SARP)","sm269466",43.29749,-111.89812,"no",0,"Complete barrier",0,0
"Road barrier - Wolverine Rd / Wolverine Creek","Assessed road-related barrier","Wolverine Creek","National Aquatic Barrier Dataset (SARP)","sm269467",43.29896,-111.894165,"no",0,"Complete barrier",0,0
"Road barrier - Wolverine Rd / Wolverine Creek","Assessed road-related barrier","Wolverine Creek","National Aquatic Barrier Dataset (SARP)","sm269468",43.299633,-111.893105,"no",0,"Complete barrier",0,0
"Road barrier - Wolverine Road / Wolverine Creek","Assessed road-related barrier","Wolverine Creek","National Aquatic Barrier Dataset (SARP)","sm269469",43.299835,-111.881004,"no",0,"Complete barrier",0,0
"Road barrier - Kepps Crossing Rd / Bulls Fork","Assessed road-related barrier","Bulls Fork","National Aquatic Barrier Dataset (SARP)","sm269475",43.390923,-111.654274,"no",0,"Complete barrier",0,0
"Road barrier - Fall Creek Rd / Peterson Creek","Assessed road-related barrier","Peterson Creek","National Aquatic Barrier Dataset (SARP)","sm269477",43.375423,-111.56344,"no",0,"Complete barrier",0,0
"Road barrier - Unkown / Tex Creek","Assessed road-related barrier","Tex Creek","National Aquatic Barrier Dataset (SARP)","sm269479",43.429123,-111.68632,"yes",2023,"Unknown",0.5,0.5
"Road barrier - Portsmouth Ln / Indian Fork Creek","Assessed road-related barrier","Indian Fork Creek","National Aquatic Barrier Dataset (SARP)","sm269481",43.433426,-111.64137,"no",0,"Complete barrier",0,0
"Road barrier - Trail Creek Rd / Indian Fork","Assessed road-related barrier","Indian Fork","National Aquatic Barrier Dataset (SARP)","sm269482",43.42948,-111.61383,"no",0,"Partial passability",0.5,0.5
"Road barrier - Meadow Creek Rd / Mud Spring Cr","Assessed road-related barrier","Mud Spring Cr","National Aquatic Barrier Dataset (SARP)","sm269486",43.52495,-111.69321,"no",0,"Partial passability",0.5,0.5
"Road barrier - W Walker Creek Rd / Walker Creek","Assessed road-related barrier","Walker Creek","National Aquatic Barrier Dataset (SARP)","sm269586",42.725773,-112.29773,"no",0,"Partial passability",0.5,0.5
"Road barrier - W Goodenough Road / Rowe Creek","Assessed road-related barrier","Rowe Creek","National Aquatic Barrier Dataset (SARP)","sm269593",42.6359,-112.238556,"no",0,"Complete barrier",0,0
"Road barrier - W Goodenough Road / Rowe Creek","Assessed road-related barrier","Rowe Creek","National Aquatic Barrier Dataset (SARP)","sm269594",42.63796,-112.24854,"no",0,"Complete barrier",0,0
"Road barrier - S Rllis Rd / Rowe Creek","Assessed road-related barrier","Rowe Creek","National Aquatic Barrier Dataset (SARP)","sm269595",42.637455,-112.26198,"no",0,"Complete barrier",0,0
"Road barrier - S Ellis Rd / Cottonwood Creek","Assessed road-related barrier","Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm269596",42.625793,-112.261925,"no",0,"Complete barrier",0,0
"Road barrier - Thacker Rd / Garden Creek","Assessed road-related barrier","Garden Creek","National Aquatic Barrier Dataset (SARP)","sm269602",42.578514,-112.2702,"no",0,"Complete barrier",0,0
"Road barrier - Curtis Rd / Garden Creek","Assessed road-related barrier","Garden Creek","National Aquatic Barrier Dataset (SARP)","sm269603",42.57405,-112.288956,"no",0,"Complete barrier",0,0
"Road barrier - W Arimo Rd / Garden Creek","Assessed road-related barrier","Garden Creek","National Aquatic Barrier Dataset (SARP)","sm269604",42.571526,-112.31968,"no",0,"Complete barrier",0,0
"Road barrier - S Robin Rd / Garden Creek","Assessed road-related barrier","Garden Creek","National Aquatic Barrier Dataset (SARP)","sm269607",42.575024,-112.24975,"no",0,"Complete barrier",0,0
"Road barrier - Glover Rd / Garden Creek","Assessed road-related barrier","Garden Creek","National Aquatic Barrier Dataset (SARP)","sm269609",42.576126,-112.22443,"no",0,"Partial passability",0.5,0.5
"Road barrier - Preslar Rd / Lawrence Creek","Assessed road-related barrier","Lawrence Creek","National Aquatic Barrier Dataset (SARP)","sm269617",42.599262,-112.24171,"no",0,"Complete barrier",0,0
"Road barrier - Preslar Rd / Birch Creek","Assessed road-related barrier","Birch Creek","National Aquatic Barrier Dataset (SARP)","sm269618",42.599133,-112.243004,"no",0,"Complete barrier",0,0
"Road barrier - S Marsh Creek Rd / Cottonwood Creek","Assessed road-related barrier","Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm269621",42.621426,-112.24304,"no",0,"Unknown",0.5,0.5
"Road barrier - Two Top Canyon Creek Road / Twin Creek","Assessed road-related barrier","Twin Creek","National Aquatic Barrier Dataset (SARP)","sm269647",44.619522,-111.28587,"no",0,"Partial passability",0.5,0.5
"Road barrier - Highway 87","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm269656",44.662663,-111.37839,"no",0,"Complete barrier",0,0
"Road barrier - Red Rock Rd / Hope Creek","Assessed road-related barrier","Hope Creek","National Aquatic Barrier Dataset (SARP)","sm269665",44.60551,-111.437096,"no",0,"Partial passability",0.5,0.5
"Road barrier - E Sawtell Rd","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm269667",44.57668,-111.37273,"no",0,"Partial passability",0.5,0.5
"Road barrier - Nf-323 / East Fork Cottonwood Creek","Assessed road-related barrier","East Fork Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm269674",44.371574,-112.30839,"no",0,"Complete barrier",0,0
"Road barrier - Nf-323 / West Fork Cottonwood Creek","Assessed road-related barrier","West Fork Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm269675",44.378895,-112.32881,"no",0,"Partial passability",0.5,0.5
"Road barrier - Nf-101 / Mill Creek","Assessed road-related barrier","Mill Creek","National Aquatic Barrier Dataset (SARP)","sm269741",44.358204,-113.3718,"no",0,"Complete barrier",0,0
"Road barrier - Nf-101 / Bear Creek","Assessed road-related barrier","Bear Creek","National Aquatic Barrier Dataset (SARP)","sm269742",44.3627,-113.37535,"no",0,"Complete barrier",0,0
"Road barrier - Nf-101 / Bear Creek","Assessed road-related barrier","Bear Creek","National Aquatic Barrier Dataset (SARP)","sm269743",44.363033,-113.37521,"no",0,"Partial passability",0.5,0.5
"Road barrier - Red Rock Loop / Hawley Creek","Assessed road-related barrier","Hawley Creek","National Aquatic Barrier Dataset (SARP)","sm269746",44.376106,-113.41116,"no",0,"Partial passability",0.5,0.5
"Road barrier - Red Rock Loop / Iron Creek","Assessed road-related barrier","Iron Creek","National Aquatic Barrier Dataset (SARP)","sm269748",44.38145,-113.418015,"no",0,"Partial passability",0.5,0.5
"Road barrier - Nf-105 / Main Fork Little Lost","Assessed road-related barrier","Main Fork Little Lost","National Aquatic Barrier Dataset (SARP)","sm269750",44.400875,-113.405464,"no",0,"Partial passability",0.5,0.5
"Road barrier - Nf-104 / Timber Creek","Assessed road-related barrier","Timber Creek","National Aquatic Barrier Dataset (SARP)","sm269751",44.411194,-113.418,"no",0,"Partial passability",0.5,0.5
"Road barrier - Nf-101 / Main Fork Sawmill Creek","Assessed road-related barrier","Main Fork Sawmill Creek","National Aquatic Barrier Dataset (SARP)","sm269754",44.41108,-113.4014,"no",0,"Partial passability",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm270316",42.807774,-111.35572,"no",0,"Partial passability",0.5,0.5
"Road barrier - Rock Creek / West Fork Rock Creek","Assessed road-related barrier","West Fork Rock Creek","National Aquatic Barrier Dataset (SARP)","sm383712",43.436134,-114.39258,"no",0,"Complete barrier",0,0
"Road barrier - Rock Creek Road / Rock Creek","Assessed road-related barrier","Rock Creek","National Aquatic Barrier Dataset (SARP)","sm383716",43.35759,-114.39058,"no",0,"Partial passability",0.5,0.5
"Road barrier - Willow Creek Rd / Little Beaver Creek","Assessed road-related barrier","Little Beaver Creek","National Aquatic Barrier Dataset (SARP)","sm383728",43.46507,-114.544495,"no",0,"Complete barrier",0,0
"Road barrier - Nf017 / Cherry Creek","Assessed road-related barrier","Cherry Creek","National Aquatic Barrier Dataset (SARP)","sm383729",43.46713,-114.61436,"no",0,"Complete barrier",0,0
"Road barrier - Nf017 / Nebraska Creek","Assessed road-related barrier","Nebraska Creek","National Aquatic Barrier Dataset (SARP)","sm383732",43.48035,-114.61864,"no",0,"Complete barrier",0,0
"Road barrier - Johnson Creek","Assessed road-related barrier","Johnson Creek","National Aquatic Barrier Dataset (SARP)","sm613676",41.901123,-113.5578,"no",0,"Partial passability",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm617079",44.358772,-113.322716,"no",0,"Complete barrier",0,0
"Road barrier - Johnson Creek","Assessed road-related barrier","Johnson Creek","National Aquatic Barrier Dataset (SARP)","sm618364",41.90834,-113.56132,"yes",2015,"Unknown",0.5,0.5
"Road barrier - North Fork Pebble Creek","Assessed road-related barrier","North Fork Pebble Creek","National Aquatic Barrier Dataset (SARP)","sm618666",42.78173,-112.098045,"no",0,"Partial passability",0.5,0.5
"Road barrier - Corral Creek","Assessed road-related barrier","Corral Creek","National Aquatic Barrier Dataset (SARP)","sm624568",44.414074,-112.35414,"no",0,"Complete barrier",0,0
"Road barrier - Horseshoe Creek","Assessed road-related barrier","Horseshoe Creek","National Aquatic Barrier Dataset (SARP)","sm627037",43.721127,-111.290504,"no",0,"Complete barrier",0,0
"Road barrier - North Moody Creek","Assessed road-related barrier","North Moody Creek","National Aquatic Barrier Dataset (SARP)","sm627972",43.714878,-111.500046,"no",0,"Partial passability",0.5,0.5
"Road barrier - North Creek","Assessed road-related barrier","North Creek","National Aquatic Barrier Dataset (SARP)","sm629948",42.391357,-111.50605,"no",0,"Partial passability",0.5,0.5
"Road barrier - Brockman Creek","Assessed road-related barrier","Brockman Creek","National Aquatic Barrier Dataset (SARP)","sm633192",43.228333,-111.437965,"no",0,"Partial passability",0.5,0.5
"Road barrier - Left Hand Fork Johnson Creek","Assessed road-related barrier","Left Hand Fork Johnson Creek","National Aquatic Barrier Dataset (SARP)","sm640488",41.885612,-113.543,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Elk Creek","Assessed road-related barrier","Elk Creek","National Aquatic Barrier Dataset (SARP)","sm644947",43.46187,-114.416824,"no",0,"Complete barrier",0,0
"Road barrier - Croy Creek","Assessed road-related barrier","Croy Creek","National Aquatic Barrier Dataset (SARP)","sm644948",43.44987,-114.44127,"no",0,"Complete barrier",0,0
"Road barrier - Hot Springs To Deer","Assessed road-related barrier","Hot Springs To Deer","National Aquatic Barrier Dataset (SARP)","sm644965",43.502003,-114.34997,"no",0,"Complete barrier",0,0
"Road barrier - Croy Creek","Assessed road-related barrier","Croy Creek","National Aquatic Barrier Dataset (SARP)","sm644970",43.474846,-114.36743,"no",0,"Partial passability",0.5,0.5
"Road barrier - Junction Creek","Assessed road-related barrier","Junction Creek","National Aquatic Barrier Dataset (SARP)","sm645036",41.99325,-113.75326,"no",0,"Complete barrier",0,0
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm645059",42.01248,-113.64298,"no",0,"Partial passability",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm645064",42.02075,-113.53174,"no",0,"Complete barrier",0,0
"Road barrier - Taters Creek","Assessed road-related barrier","Taters Creek","National Aquatic Barrier Dataset (SARP)","sm645067",42.09184,-113.57258,"no",0,"Complete barrier",0,0
"Road barrier - Taters Creek","Assessed road-related barrier","Taters Creek","National Aquatic Barrier Dataset (SARP)","sm645069",42.125385,-113.59146,"no",0,"Complete barrier",0,0
"Road barrier - Grape Creek","Assessed road-related barrier","Grape Creek","National Aquatic Barrier Dataset (SARP)","sm645070",42.145515,-113.58051,"no",0,"Partial passability",0.5,0.5
"Road barrier - Summit Creek","Assessed road-related barrier","Summit Creek","National Aquatic Barrier Dataset (SARP)","sm645072",42.16622,-113.569145,"no",0,"Complete barrier",0,0
"Road barrier - Lone Rock Creek","Assessed road-related barrier","Lone Rock Creek","National Aquatic Barrier Dataset (SARP)","sm645076",42.104595,-113.64773,"no",0,"Partial passability",0.5,0.5
"Road barrier - Little Cove Creek","Assessed road-related barrier","Little Cove Creek","National Aquatic Barrier Dataset (SARP)","sm645078",42.097057,-113.64768,"no",0,"Partial passability",0.5,0.5
"Road barrier - Circle Creek","Assessed road-related barrier","Circle Creek","National Aquatic Barrier Dataset (SARP)","sm645081",42.077885,-113.64552,"no",0,"Complete barrier",0,0
"Road barrier - Circle Creek","Assessed road-related barrier","Circle Creek","National Aquatic Barrier Dataset (SARP)","sm645083",42.076126,-113.681595,"no",0,"Complete barrier",0,0
"Road barrier - Burgess Creek","Assessed road-related barrier","Burgess Creek","National Aquatic Barrier Dataset (SARP)","sm645126",43.41049,-114.00816,"no",0,"Complete barrier",0,0
"Road barrier - Cold Spring Creek","Assessed road-related barrier","Cold Spring Creek","National Aquatic Barrier Dataset (SARP)","sm645130",43.50708,-114.06316,"no",0,"Partial passability",0.5,0.5
"Road barrier - Brown Creek","Assessed road-related barrier","Brown Creek","National Aquatic Barrier Dataset (SARP)","sm645137",43.511135,-114.00324,"no",0,"Complete barrier",0,0
"Road barrier - Indian Creek","Assessed road-related barrier","Indian Creek","National Aquatic Barrier Dataset (SARP)","sm645160",43.571053,-114.29575,"no",0,"Complete barrier",0,0
"Road barrier - South Fork Muldoon Creek","Assessed road-related barrier","South Fork Muldoon Creek","National Aquatic Barrier Dataset (SARP)","sm645184",43.487347,-113.981575,"no",0,"Partial passability",0.5,0.5
"Road barrier - Edie Creek","Assessed road-related barrier","Edie Creek","National Aquatic Barrier Dataset (SARP)","sm645191",44.376232,-112.60474,"no",0,"Partial passability",0.5,0.5
"Road barrier - Warm Creek","Assessed road-related barrier","Warm Creek","National Aquatic Barrier Dataset (SARP)","sm645194",44.428493,-112.66666,"no",0,"Partial passability",0.5,0.5
"Road barrier - Horse Creek","Assessed road-related barrier","Horse Creek","National Aquatic Barrier Dataset (SARP)","sm645196",44.428894,-112.669945,"no",0,"Partial passability",0.5,0.5
"Road barrier - Middle Creek","Assessed road-related barrier","Middle Creek","National Aquatic Barrier Dataset (SARP)","sm645201",44.27505,-112.43567,"no",0,"Partial passability",0.5,0.5
"Road barrier - Crooked Creek","Assessed road-related barrier","Crooked Creek","National Aquatic Barrier Dataset (SARP)","sm645210",44.24597,-112.71521,"no",0,"Partial passability",0.5,0.5
"Road barrier - Trib To Kelly Gulch Creek","Assessed road-related barrier","Trib To Kelly Gulch Creek","National Aquatic Barrier Dataset (SARP)","sm645833",43.454605,-114.4645,"no",0,"Partial passability",0.5,0.5
"Road barrier - Shack Creek","Assessed road-related barrier","Shack Creek","National Aquatic Barrier Dataset (SARP)","sm645850",42.01499,-114.95472,"no",0,"Complete barrier",0,0
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm647212",42.202076,-111.65608,"yes",2022,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm647281",42.927868,-111.25702,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Georgetown Creek","Assessed road-related barrier","Georgetown Creek","National Aquatic Barrier Dataset (SARP)","sm647417",42.47821,-111.37186,"yes",2016,"Unknown",0.5,0.5
"Road barrier - North Fork Mill Creek","Assessed road-related barrier","North Fork Mill Creek","National Aquatic Barrier Dataset (SARP)","sm647446",40.914154,-110.699715,"no",0,"Partial passability",0.5,0.5
"Road barrier - Lanes Creek","Assessed road-related barrier","Lanes Creek","National Aquatic Barrier Dataset (SARP)","sm647605",42.932873,-111.22098,"yes",2015,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm647610",42.902973,-111.25155,"yes",2016,"Unknown",0.5,0.5
"Road barrier - Diamond Creek","Assessed road-related barrier","Diamond Creek","National Aquatic Barrier Dataset (SARP)","sm647611",42.698463,-111.19999,"yes",2020,"Unknown",0.5,0.5
"Road barrier - Darby Creek","Assessed road-related barrier","Darby Creek","National Aquatic Barrier Dataset (SARP)","sm647617",43.674255,-111.00815,"no",0,"Partial passability",0.5,0.5
"Road barrier - Kay Creek","Assessed road-related barrier","Kay Creek","National Aquatic Barrier Dataset (SARP)","sm647948",44.497406,-111.89951,"yes",2010,"Unknown",0.5,0.5
"Road barrier - Mink Creek","Assessed road-related barrier","Mink Creek","National Aquatic Barrier Dataset (SARP)","sm647967",42.731163,-112.411316,"yes",2014,"Unknown",0.5,0.5
"Road barrier - Mink Creek","Assessed road-related barrier","Mink Creek","National Aquatic Barrier Dataset (SARP)","sm648033",42.7514,-112.3947,"yes",2015,"Unknown",0.5,0.5
"Road barrier - West Camas Creek","Assessed road-related barrier","West Camas Creek","National Aquatic Barrier Dataset (SARP)","sm648061",44.481403,-112.08072,"no",0,"Partial passability",0.5,0.5
"Road barrier - Lanes Creek","Assessed road-related barrier","Lanes Creek","National Aquatic Barrier Dataset (SARP)","sm648410",42.925938,-111.293106,"yes",2016,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm648432",42.936573,-111.22732,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Murphy Creek","Assessed road-related barrier","Murphy Creek","National Aquatic Barrier Dataset (SARP)","sm648438",43.574024,-111.18356,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Lanes Creek","Assessed road-related barrier","Lanes Creek","National Aquatic Barrier Dataset (SARP)","sm648510",42.92972,-111.21492,"yes",2015,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm648617",40.932438,-110.69521,"no",0,"Partial passability",0.5,0.5
"Road barrier - Edwards Creek","Assessed road-related barrier","Edwards Creek","National Aquatic Barrier Dataset (SARP)","sm648692",42.150906,-113.65866,"yes",2014,"Unknown",0.5,0.5
"Road barrier - Harkness Creek","Assessed road-related barrier","Harkness Creek","National Aquatic Barrier Dataset (SARP)","sm648707",42.673977,-112.12846,"yes",2017,"Unknown",0.5,0.5
"Road barrier - Beaver Creek","Assessed road-related barrier","Beaver Creek","National Aquatic Barrier Dataset (SARP)","sm648723",44.460743,-112.21776,"yes",2018,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm648914",44.129364,-111.04934,"yes",2017,"Unknown",0.5,0.5
"Road barrier - Beaver Creek","Assessed road-related barrier","Beaver Creek","National Aquatic Barrier Dataset (SARP)","sm648951",44.445576,-112.21381,"yes",2018,"Unknown",0.5,0.5
"Road barrier - Cottonwood Creek","Assessed road-related barrier","Cottonwood Creek","National Aquatic Barrier Dataset (SARP)","sm648995",44.499256,-111.907906,"yes",2010,"Unknown",0.5,0.5
"Road barrier - Whiskey Creek","Assessed road-related barrier","Whiskey Creek","National Aquatic Barrier Dataset (SARP)","sm649145",42.429924,-111.182365,"yes",2015,"Unknown",0.5,0.5
"Road barrier - North Fork Pebble Creek","Assessed road-related barrier","North Fork Pebble Creek","National Aquatic Barrier Dataset (SARP)","sm649233",42.7617,-112.07075,"yes",2017,"Unknown",0.5,0.5
"Road barrier - Lander Creek","Assessed road-related barrier","Lander Creek","National Aquatic Barrier Dataset (SARP)","sm649285",42.92754,-111.253685,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Diamond Creek","Assessed road-related barrier","Diamond Creek","National Aquatic Barrier Dataset (SARP)","sm649302",42.727226,-111.2178,"yes",2020,"Unknown",0.5,0.5
"Road barrier - Warm Springs Creek","Assessed road-related barrier","Warm Springs Creek","National Aquatic Barrier Dataset (SARP)","sm649570",43.62946,-114.58092,"yes",2022,"Unknown",0.5,0.5
"Road barrier - Chippy Creek","Assessed road-related barrier","Chippy Creek","National Aquatic Barrier Dataset (SARP)","sm649665",42.92382,-111.31233,"yes",2019,"Unknown",0.5,0.5
"Road barrier - Warm River","Assessed road-related barrier","Warm River","National Aquatic Barrier Dataset (SARP)","sm649748",44.120735,-111.30961,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Tex Creek","Assessed road-related barrier","Tex Creek","National Aquatic Barrier Dataset (SARP)","sm649749",43.399273,-111.56634,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Eightmile Creek","Assessed road-related barrier","Eightmile Creek","National Aquatic Barrier Dataset (SARP)","sm649777",42.536884,-111.573845,"yes",2019,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm649781",43.743404,-113.943504,"yes",2012,"Unknown",0.5,0.5
"Road barrier - North Fork Fish Creek","Assessed road-related barrier","North Fork Fish Creek","National Aquatic Barrier Dataset (SARP)","sm649802",44.16666,-111.22611,"yes",2021,"Unknown",0.5,0.5
"Road barrier - Fish Haven Creek","Assessed road-related barrier","Fish Haven Creek","National Aquatic Barrier Dataset (SARP)","sm649811",42.0531,-111.46138,"yes",2014,"Unknown",0.5,0.5
"Road barrier - South Fork Mink Creek","Assessed road-related barrier","South Fork Mink Creek","National Aquatic Barrier Dataset (SARP)","sm649814",42.689713,-112.41791,"yes",2016,"Unknown",0.5,0.5
"Road barrier - Diamond Creek","Assessed road-related barrier","Diamond Creek","National Aquatic Barrier Dataset (SARP)","sm649853",42.77338,-111.251816,"yes",2019,"Unknown",0.5,0.5
"Road barrier - Mink Creek","Assessed road-related barrier","Mink Creek","National Aquatic Barrier Dataset (SARP)","sm649872",42.749973,-112.39385,"yes",2015,"Unknown",0.5,0.5
"Road barrier - North Moody Creek","Assessed road-related barrier","North Moody Creek","National Aquatic Barrier Dataset (SARP)","sm649909",43.7013,-111.523796,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Stauffer Creek","Assessed road-related barrier","Stauffer Creek","National Aquatic Barrier Dataset (SARP)","sm649994",42.476437,-111.41041,"yes",2017,"Unknown",0.5,0.5
"Road barrier - Lanes Creek","Assessed road-related barrier","Lanes Creek","National Aquatic Barrier Dataset (SARP)","sm650034",42.91942,-111.199875,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Co-Op Creek","Assessed road-related barrier","Co-Op Creek","National Aquatic Barrier Dataset (SARP)","sm650040",42.455723,-111.51629,"yes",2015,"Unknown",0.5,0.5
"Road barrier - Paris Creek","Assessed road-related barrier","Paris Creek","National Aquatic Barrier Dataset (SARP)","sm650064",42.208412,-111.48253,"no",0,"Partial passability",0.5,0.5
"Road barrier - Mill Creek","Assessed road-related barrier","Mill Creek","National Aquatic Barrier Dataset (SARP)","sm650353",42.191,-110.906746,"yes",2019,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm650368",42.690216,-111.263916,"yes",2020,"Unknown",0.5,0.5
"","Assessed road-related barrier","","National Aquatic Barrier Dataset (SARP)","sm753330",43.40434,-111.56987,"yes",2023,"Unknown",0.5,0.5
"Road barrier - 5530 E Sugar Creek Rd / Sugar Creek","Assessed road-related barrier","Sugar Creek","National Aquatic Barrier Dataset (SARP)","sm758425",42.081955,-111.7419,"no",0,"Partial passability",0.5,0.5
"Road barrier - Sugar Creek","Assessed road-related barrier","Sugar Creek","National Aquatic Barrier Dataset (SARP)","sm7988822",42.08159,-111.747536,"no",0,"Complete barrier",0,0
"Road barrier - Sugar Creek","Assessed road-related barrier","Sugar Creek","National Aquatic Barrier Dataset (SARP)","sm7988823",42.081734,-111.7494,"no",0,"Partial passability",0.5,0.5
"Road barrier - Sugar Creek","Assessed road-related barrier","Sugar Creek","National Aquatic Barrier Dataset (SARP)","sm7988824",42.081963,-111.74379,"no",0,"Complete barrier",0,0
"Road barrier - Foster Creek","Assessed road-related barrier","Foster Creek","National Aquatic Barrier Dataset (SARP)","sm7989032",42.096367,-111.73562,"no",0,"Complete barrier",0,0
"Road barrier - 3971 S 4000 E / Maple Creek","Assessed road-related barrier","Maple Creek","National Aquatic Barrier Dataset (SARP)","sm7989034",42.029747,-111.7795,"no",0,"Partial passability",0.5,0.5
